,Title,Company,Company_Rating,Location,Salary,Date,Description
892,Operations Manager- Fraud,Revolut,,Remoto,,Postedhace 11 días,"Evaluating external partners (i.e. risk data providers, transaction monitoring solutions) to supplement our fraud detection and remediation capabilities."
893,Senior Sql Database Administrato,Naro Hunters S.A DE C.V,,"Cuajimalpa, CDMX",,Postedhace 30+ días,"Support, develop, and maintain multiple SQL Server Database and data replication subsystems.
 Create & troubleshoot extract, transform & load (ETL) SSIS packages…"
894,Spec Production Ctrl,Nissan,3.8,"Aguascalientes, Ags.",,Postedhace 10 días,"Strong operational data interpretation skills.
 Generation Daily reportsof anomalies upon receipt of materials.
 Run 5's and Safety audits."
895,nuevo empleoHR INTERN,GE Aviation,3.8,"Querétaro, Qro.",,Postedhace 4 días,"Become familiar with data architecture (Workday) while identify/anticipating data needs.
 Ability to manage sensitive data.
 Excellent use of Microsoft Excel."
896,Data Engineer,Kyndryl,,"Guadalajara, Jal.",,Postedhace 10 días,"Designing and building systems for collecting, storing, and analyzing data at scale..
 Data processing using SQL, Python, Scala, Kafka and similar technologies…"
897,UIPATH/POWER AUTOMATE PROGRAMMER,Svitla Systems,,Remoto,,Postedhace 30+ días,"Use APIs and screen scraping to extract new data forms and target systems.
 Svitla Systems Inc. is looking for an UIPath/Power Automate Programmer for a full…"
898,Back-End Developer,PK,,Remoto,,Postedhace 11 días,"Experience integrating with external APIs and/or data sources.
 We combine human-centered design, powerful data and strong tech to accelerate CX transformation…"
899,Sales Representative - B2B (English Speaking/Writing),Southland Polymers,,"Tijuana, B.C.",,EmployerActivo hace 26 días,"Create and maintain CRM data and sales statistics as required.
 Southland Polymers is one of the largest independent suppliers of plastic resins in the Western…"
900,Sales Representative - B2B (English Speaking/Writing),Southland Polymers,,"Tijuana, B.C.","$30,000 - $50,000 al mes",EmployerActivo hace 26 días,"Create and maintain CRM data and sales statistics as required.
 Position is focused on securing business from prospective and current accounts in an effort to…"
901,Analista de estrategias de prevención de fraudes,Rappi,3.6,"Monterrey, N. L.",,Postedhace 30+ días,"Elaborar análisis de data respecto al comportamiento transaccional del portafolio.
 Al menos 1 año de experiencia en analítica de big data."
902,Customer Service Representative,KINETEK DE MEXICO,3.6,"Apodaca, N. L.","$20,000 - $30,000 al mes",EmployerActivo hace 6 días,"2-5 years of call center or data center experience.
 Provide basic technical support to customers via email, phone, or other methods."
903,"Experiencia en CAN (CANalyzer, CANoe, CANope)",Bendix Commercial Vehicle Systems,3.8,"Apodaca, N. L.","$78,000 al mes",Postedhace 24 días,"Skills with data acquisition systems for vehicle and environmental testing.
 This position is responsible for design, development, application, testing, and…"
904,Instructor para Bootcamp de Data Science,UTEL Universidad Tecnologica Latinoaméricana,,"Gustavo A. Madero, CDMX","$30,000 - $35,000 al mes",Postedhace 30+ días,Transmitir tu conocimiento en formato teórico y práctico a los estudiantes y acompañarlos en el desarrollo de las habilidades profesionales enfocadas a Data…
905,nuevo empleoGo Lang Development,Tech Mahindra,3.7,"Guadalajara, Jal.",,Postedhace 3 días,"Focus on integrating with DevOps tools.
 Focus on working with RESTful APIs in Go.
 Experience with building OS-agnostic CLI apps in Go."
906,MASTER DATA SPECIALIST,TE Connectivity,3.7,"Hermosillo, Son.",,Postedhace 21 días,"KPI Reporting on data accuracy, completeness and timeliness of part creation processes for assigned plants.
 Performs analysis and auditing of material master,…"
907,Account Manager,Comercializadora Epya,,"Remoto in Colonia Santa Fe, CDMX","$10,000 al mes",EmployerActivo hace 11 días,"Administración de recursos digitales agencia y cliente: contenido, estrategia, data, creativo, contenido, desarrollo web, producción audiovisual y medios."
908,ESPECIALISTA DE BASE DE DATOS,EMPRESA SOCIA DE AMEDIRH,,"Cuajimalpa, CDMX","$35,000 - $45,000 al mes",Postedhace 30+ días,"RMAN, Data Pump y Data Guard.
 Liderazgo, visión del negocio, administración del tiempo y toma de decisiones.
 Salario: $35,000 - $45,000 (negociable) + SGM + SV …"
909,nuevo empleoCustomer Service Lead,albo,,"Miguel Hidalgo, CDMX",,Postedhace 4 días,"Reporting. Use raw data to create reports that allow a deep understanding of current issues inside the unit, as well as a plan to solve them."
910,Support engineer - Service Assurance platform,Luxoft,4.4,Remoto,,Postedhace 14 días,Leverage actionable data and signature-based analysis to detect irregularities and automatically initiate troubleshooting test procedures.
911,nuevo empleoCoordinación de Salud Ocupacional,HAYS,3.6,"Guadalajara, Jal.",,Postedhace 4 días,"You will also be in charge of budgeting and data protection.
 You will be responsible for the supply and adequate conditions of PPE, first aid kids, and medical…"
912,IRS HR Analyst,CIMMYT,4.5,"Texcoco, Méx.",,Postedhace 30+ días,"Maintain accuracy of all IRS data in the Human Resources Information System with high level of attention to detail.
 Prepare compensation and benefit packages."
913,Digital Marketing Analyst (Remoto-México),Remoteco,,Remoto,"$28,000 - $29,000 al mes",EmployerActivo hace 7 días,"Excellent Excel and data analysis skills, able to read, interpret and use data to inform ad strategies • Understanding of Google Analytics • Digital marketing…"
914,nuevo empleoDesarrollador Backend / Tutor online,Coderhouse,,"Remoto in Toluca, Méx.+1 ubicación",,EmployerActivo hace 2 días,"Nuestro foco está en la educación digital y tenemos alcance mundial, dictamos cursos de desarrollo, marketing digital, diseño, data y producto."
915,nuevo empleoCoordinación de Salud Ocupacional,HAYS,3.6,"Guadalajara, Jal.",,Postedhace 4 días,"You will also be in charge of budgeting and data protection.
 You will be responsible for the supply and adequate conditions of PPE, first aid kids, and medical…"
916,IRS HR Analyst,CIMMYT,4.5,"Texcoco, Méx.",,Postedhace 30+ días,"Maintain accuracy of all IRS data in the Human Resources Information System with high level of attention to detail.
 Prepare compensation and benefit packages."
917,Digital Marketing Analyst (Remoto-México),Remoteco,,Remoto,"$28,000 - $29,000 al mes",EmployerActivo hace 7 días,"Excellent Excel and data analysis skills, able to read, interpret and use data to inform ad strategies • Understanding of Google Analytics • Digital marketing…"
918,nuevo empleoDesarrollador Backend / Tutor online,Coderhouse,,"Remoto in Toluca, Méx.+1 ubicación",,EmployerActivo hace 2 días,"Nuestro foco está en la educación digital y tenemos alcance mundial, dictamos cursos de desarrollo, marketing digital, diseño, data y producto."
919,nuevo empleoFinancial Administrator,Fertility Clinic Americas,,"Cancún, QRoo.","$13,000 al mes",EmployerActivo hace 2 días,"Gathering, analyzing, and interpreting relevant financial data.
 Fertility Clinic Americas is pleased to announce the vacancy for the position of a Financial…"
920,Financial Strategist,Humaniq Headhunters,,"Miguel Hidalgo, CDMX",,Postedhace 18 días,? Coordinate and guide data collection and organization from client’s sources and systems to provide information clarity and data analytics.
921,Analista de Investigación de Mercados,4S Real Estate,,"Puebla, Pue.","$12,000 - $14,000 al mes",EmployerActivo hace 5 días,"Análisis y revisión de data capturada.
 Preparación de data para generación de reportes.
 Gestión de exceles por ciudad para levantamiento de campo."
922,nuevo empleoSenior Data Analyst,AMBER STUDIO,,"Guadalajara, Jal.",,Postedhace 4 días,"Experience with data modeling, data warehousing, and building ETL pipelines.
 Work with data engineers to manipulate, analyze and tell a story with complex, high…"
923,Supplier Quality Account Leader Support,BD,3.8,"Cuautitlán Izcalli, Méx.",,Postedhace 30+ días,"Maintain complaint data system integrity for his/her Plant.
 First assessment of plant’s request on supplier improvement/changes such as preliminary study, data…"
924,Data Analyst,IT-Seekers,1.5,"Guadalajara, Jal.",,Postedhace 30+ días,-Fuerte en SQL y al menos alguna exposición a Tableau. – Se prefiere SAS. Experiencia de trabajo en el ámbito empresarial. Gran habilidad de comunicación.…
925,nuevo empleoBusiness Operations Analyst II,HERE Technologies,3.8,"León, Gto.",,Postedhace 2 días,"Create and communicate forecasted demand reports by individual data operations site and globally.
 Provide relevant data and analytics to support decision making…"
926,Regional Operations Manager,Servicios Comerciales Amazon M,3.5,"Mérida, Yuc.",,Postedhace 21 días,"Strong analytical capability; track record of digging into data and finding solutions for a variety of operational problems.
 Hires and develops top talent."
927,Customer Service Analyst,PKC GROUP / Arneses & Accesorios,,"Juárez y Reforma, Chih.","$28,000 al mes",EmployerActivo hace 10 días,"Strong Knowledge of Office usage, especially with MS Excel advanced user or expertise on data bases.
 To assure customer shipments on time, according to lead…"
928,"Project manager TI - Data center, instalaciones eléctricas,...",Cgs reclutamiento,,"Naucalpan, Méx.","$20,000 al mes",Postedhace 30+ días,"Ingeniero industrial, eléctrico, en sistemas o afín.
 Experiencia y conocimiento en cableado y estructurado y tableros eléctricos."
